Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,30.489999771118164,30.64285659790039,30.34000015258789,30.572856903076172,26.601469039916992,123432400
2010-01-05,30.657142639160156,30.79857063293457,30.464284896850586,30.625713348388672,26.647457122802734,150476200
2010-01-06,30.625713348388672,30.747142791748047,30.10714340209961,30.13857078552246,26.223596572875977,138040000
2010-01-07,30.25,30.285715103149414,29.864286422729492,30.082857131958008,26.175119400024414,119282800
2010-01-08,30.042856216430664,30.285715103149414,29.86571502685547,30.28285789489746,26.349140167236328,111902700
2010-01-11,30.399999618530273,30.428571701049805,29.77857208251953,30.015714645385742,26.116703033447266,115557400
2010-01-12,29.88428497314453,29.96714210510254,29.488571166992188,29.674285888671875,25.819623947143555,148614900
2010-01-13,29.695714950561523,30.132856369018555,29.157142639160156,30.092857360839844,26.183822631835938,151473000
2010-01-14,30.015714645385742,30.06571388244629,29.860000610351562,29.91857147216797,26.03217887878418,108223500
2010-01-15,30.132856369018555,30.22857093811035,29.40999984741211,29.41857147216797,25.597126007080078,148516900
2010-01-19,29.761428833007812,30.74142837524414,29.605714797973633,30.719999313354492,26.7294979095459,182501900
2010-01-20,30.70142936706543,30.792856216430664,29.928571701049805,30.247142791748047,26.318065643310547,153038200
2010-01-21,30.297142028808594,30.472856521606445,29.601428985595703,29.724285125732422,25.86312484741211,152038600
2010-01-22,29.540000915527344,29.64285659790039,28.165714263916016,28.25,24.58034896850586,220441900
2010-01-25,28.93000030517578,29.242856979370117,28.59857177734375,29.010000228881836,25.241626739501953,266424900
2010-01-26,29.421428680419922,30.530000686645508,28.940000534057617,29.420000076293945,25.598369598388672,466777500
2010-01-27,29.549999237060547,30.082857131958008,28.50428581237793,29.6971435546875,25.839513778686523,430642100
2010-01-28,29.275714874267578,29.35714340209961,28.385713577270508,28.469999313354492,24.771774291992188,293375600
2010-01-29,28.7257137298584,28.885713577270508,27.178571701049805,27.437143325805664,23.873083114624023,311488100
2010-02-01,27.481428146362305,28.0,27.328571319580078,27.818571090698242,24.2049617767334,187469100
2010-02-02,27.98714256286621,28.045713424682617,27.625713348388672,27.979999542236328,24.345422744750977,174585600
2010-02-03,27.881427764892578,28.600000381469727,27.7742862701416,28.461427688598633,24.76431655883789,153832000
2010-02-04,28.104286193847656,28.338571548461914,27.367143630981445,27.435714721679688,23.871843338012695,189413000
2010-02-05,27.518571853637695,28.0,27.264286041259766,27.9228572845459,24.295703887939453,212576700
2010-02-08,27.95571517944336,28.268571853637695,27.714284896850586,27.731428146362305,24.129140853881836,119567700
2010-02-09,28.059999465942383,28.214284896850586,27.821428298950195,28.027143478393555,24.386444091796875,158221700
2010-02-10,27.984285354614258,28.08571434020996,27.751428604125977,27.874286651611328,24.253442764282227,92590400
