time,open,high,low,close,volume
1672549200000,1194.0,1195.7,1195.8,1194.0,11.41671345
1672552800000,1195.7,1196.1,1196.4,1195.1,14.01565274
1672556400000,1195.9,1196.1,1196.5,1194.4,78.89349685
1672560000000,1196.1,1195.3,1197.2,1195.2,30.44795617
1672563600000,1195.3,1197.6,1197.6,1194.8,33.499614380000004
1672567200000,1197.6,1197.9,1198.0,1196.5,14.9098083
1672570800000,1198.0,1197.6,1198.4,1196.7,3.64373546
1672574400000,1197.3,1198.3,1199.8,1196.7,16.4886636
1672578000000,1198.6,1196.1,1198.6,1194.9,219.23004818
1672581600000,1196.1,1195.3,1196.7,1195.3,21.26858643
1672585200000,1195.4,1197.5,1197.6,1195.2,23.98795843
1672588800000,1197.5,1198.4,1199.2,1196.9,47.97972662
1672592400000,1198.5,1201.9,1204.4,1198.4,547.82841533
1672596000000,1202.0,1202.2,1204.2,1202.0,164.1236065
1672599600000,1202.3,1203.0,1205.9,1202.3,65.56786685
1672603200000,1203.2,1202.7,1205.4,1202.6,31.42042023
1672606800000,1202.8,1204.0,1204.1,1202.1,21.692555600000002
1672610400000,1203.9,1202.5,1204.1,1202.3,47.56841882
1672614000000,1202.6,1202.1,1203.8,1201.1,229.26537442
1672617600000,1201.9,1199.7,1202.4,1199.1,59.5415882
1672621200000,1199.7,1196.7,1199.7,1194.8,146.77019454
1672624800000,1196.6,1198.3,1198.4,1196.4,20.47293994
1672628400000,1198.3,1203.3,1205.2,1198.0,119.89216717
1672632000000,1203.3,1202.9,1204.1,1201.6,53.71454904
1672635600000,1203.1,1203.6,1204.2,1202.1,21.87995502
1672639200000,1203.6,1203.1,1204.9,1202.7,948.653158
1672642800000,1203.2,1215.1,1222.4,1203.1,836.94240772
1672646400000,1215.1,1217.1,1218.7,1215.0,127.96156681
1672650000000,1217.2,1219.0,1221.0,1217.2,182.77149951
1672653600000,1219.0,1219.3,1225.6,1218.9,272.78663493
1672657200000,1219.2,1218.7,1219.6,1216.2,86.41779879
1672660800000,1218.8,1218.0,1219.8,1218.0,35.83142991
1672664400000,1218.1,1216.3,1218.2,1215.7,135.86345402
