time,open,high,low,close,volume
1575176400000,0.056576,0.056576,0.056576,0.056576,115.54096508
1575180000000,0.0566862,0.05677756,0.05677756,0.0566862,1000.0
1575183600000,0.05665094,0.05665087,0.05665094,0.05665087,1514.6198831000002
1575187200000,0.05632769,0.05677462,0.05677462,0.056327,9173.21612653
1575190800000,0.056403,0.056403,0.056403,0.056403,730.0
1575198000000,0.0569857,0.0569857,0.0569857,0.0569857,1000.0
1575205200000,0.05741125,0.057674,0.057674,0.057093,2017.2355165099998
1575208800000,0.05788,0.058025,0.058025,0.05788,17000.0
1575216000000,0.057138,0.057287,0.05751173,0.057138,4808.16658686
1575219600000,0.05757316,0.057369,0.057632,0.057369,6426.297337
1575223200000,0.05736924,0.05736924,0.05736924,0.05736924,639.47748042
1575226800000,0.057137,0.057692,0.057692,0.057137,1579.423589
1575230400000,0.057484,0.05771512,0.05771512,0.057455,8139.02481625
1575234000000,0.057589,0.05762904,0.05762904,0.057378,3728.82445602
1575237600000,0.05742143,0.0574535,0.05754403,0.05742143,1256.7617900999999
1575241200000,0.057984,0.05798512,0.05798512,0.057984,16079.65
1575244800000,0.05775127,0.057258,0.05775127,0.057258,7898.5969017200005
1575248400000,0.057188,0.057188,0.057188,0.057188,350.07344198
1575252000000,0.05743892,0.05744805,0.05744805,0.05743892,771.7046132099999
1575255600000,0.05744552,0.05744552,0.05744552,0.05744552,0.00030398
1575259200000,0.057,0.056802,0.057,0.056802,21942.6565242
1575262800000,0.056543,0.056543,0.056543,0.056543,1768.561
1575266400000,0.056543,0.056543,0.056543,0.056543,0.00022342
1575270000000,0.05627624,0.05627624,0.05627624,0.05627624,708.881854
1575273600000,0.05621494,0.056108,0.05621494,0.056108,1575.4519104
1575277200000,0.056112,0.057229,0.057229,0.056067,11735.71213333
1575280800000,0.057,0.057,0.057179,0.057,104185.18917768
1575284400000,0.0567,0.056597,0.056962,0.056597,42831.8775386
1575288000000,0.056458,0.057,0.057,0.056458,981.22236276
1575295200000,0.05659345,0.057007,0.057007,0.05659345,2681.22236276
1575298800000,0.05677,0.056867,0.056867,0.05677,18080.486847
1575302400000,0.05658717,0.056351,0.056907,0.056351,5776.66900829
1575306000000,0.056569,0.056569,0.056569,0.056569,604.0173
1575309600000,0.05605521,0.056,0.056137,0.056,2152.23932641
1575313200000,0.056,0.056,0.056,0.056,741.073828
1575316800000,0.056,0.056,0.056,0.056,6649.072675
1575324000000,0.056373,0.056228,0.05672,0.056228,215625.36433036
1575334800000,0.05603644,0.05603644,0.05603644,0.05603644,339.0
1575338400000,0.05620565,0.056313,0.056313,0.05620565,1918.0
1575342000000,0.05628284,0.05628284,0.05628284,0.05628284,385.38626612
1575345600000,0.056085,0.056085,0.056085,0.056085,6306.590229
1575349200000,0.056012,0.055389,0.056012,0.055389,111923.79907423
1575352800000,0.05570064,0.05570064,0.05570064,0.05570064,162.7294185
1575356400000,0.05578641,0.055973,0.055973,0.05578641,93157.23000000001
1575367200000,0.055442,0.055755,0.05589898,0.055442,3091.87428449
1575374400000,0.056017,0.056017,0.056017,0.056017,3550.0
1575378000000,0.055698,0.055667,0.055698,0.055667,16990.0
1575381600000,0.05644,0.05644,0.05644,0.05644,25000.0
1575385200000,0.056543,0.056587,0.056643,0.056543,11458.19471791
1575388800000,0.056423,0.056423,0.056423,0.056423,678.58951239
1575392400000,0.056387,0.056403,0.056403,0.056387,8861.63443986
1575396000000,0.056597,0.056609,0.056609,0.056597,536.0
1575399600000,0.056554,0.056172,0.056554,0.056172,1656.2850853
1575403200000,0.056547,0.056229,0.056613,0.055842,34180.86356143
1575410400000,0.05650911,0.056414,0.05650911,0.056404,66872.31789587
1575414000000,0.056414,0.056414,0.056485,0.056414,13869.72662248
1575417600000,0.055434,0.055172,0.055435,0.055172,16488.67857687
1575421200000,0.055,0.05482412,0.055,0.054552,77272.91594943
1575424800000,0.05512122,0.055163,0.055163,0.05512122,1200.97182726
1575432000000,0.054714,0.05478485,0.05478485,0.054599,1621.22591859
1575435600000,0.054583,0.05448,0.054583,0.05448,1243.42003928
1575439200000,0.05444648,0.054446,0.05444648,0.054446,616.99790508
1575442800000,0.05452384,0.054836,0.054836,0.05452384,36398.41332014
1575446400000,0.054347,0.055169,0.055169,0.054347,4387.098435020001
1575450000000,0.055184,0.055123,0.05539555,0.055123,489.82
1575453600000,0.055093,0.055077,0.055093,0.055077,10000.0
1575457200000,0.0551534,0.05534569,0.05534569,0.055117,11289.744975
1575460800000,0.055071,0.055325,0.05535373,0.055071,2614.681983
1575464400000,0.055434,0.056016,0.057776,0.055434,37830.75240088
1575468000000,0.056704,0.056438,0.056818,0.056438,1002.75810041
1575471600000,0.0565879,0.0565879,0.0565879,0.0565879,353.78525482
1575475200000,0.056856,0.056856,0.056856,0.056856,919.16045083
1575478800000,0.056615,0.056615,0.056615,0.056615,353.61653272
1575482400000,0.056543,0.056543,0.056543,0.056543,980.2
1575489600000,0.056471,0.05547198,0.056557,0.054419,12746.56522979
1575493200000,0.055457,0.05523266,0.055457,0.054626,3310.65530239
1575496800000,0.0546088,0.054966,0.054966,0.054584,1287.67364609
1575507600000,0.054748,0.054991,0.054991,0.054748,7160.84108535
1575518400000,0.05478008,0.054662,0.055049,0.054662,1089.7404682
1575522000000,0.05484565,0.05577,0.05577,0.05484565,853.26445828
1575525600000,0.055423,0.05519,0.055423,0.05519,9515.35409209
1575529200000,0.05521,0.05521,0.05521,0.05521,500.0
1575532800000,0.055219,0.055219,0.055219,0.055219,18805.958158
1575540000000,0.05533406,0.05533406,0.05533406,0.05533406,2399.95776
1575543600000,0.055709,0.055709,0.055709,0.055709,1603.89168551
1575550800000,0.05536,0.05536,0.05536,0.05536,2500.0
1575558000000,0.055,0.055,0.055,0.055,2500.0
1575561600000,0.05482854,0.054749,0.05482854,0.054749,2098.77625197
1575568800000,0.05511066,0.05521676,0.055706,0.05511066,11276.45936731
1575576000000,0.056,0.05579,0.056,0.05579,5659.11050651
1575579600000,0.05579,0.05579,0.05579,0.05579,136.80151899999998
1575583200000,0.05551609,0.05551609,0.05551609,0.05551609,144.080383
1575590400000,0.055485,0.055485,0.055485,0.055485,783.2648772
1575594000000,0.05583,0.05583,0.05583,0.05583,1000.0
1575597600000,0.055305,0.055305,0.055305,0.055305,361.99258656
1575601200000,0.055747,0.05565108,0.055747,0.05565108,9980.495456
1575604800000,0.05515039,0.05515039,0.05515039,0.05515039,1282.0
1575615600000,0.055325,0.055325,0.055325,0.055325,420.6
1575619200000,0.055043,0.055043,0.055043,0.055043,1927.114961
1575626400000,0.05550562,0.055019,0.05550562,0.055019,977.1755961700001
1575630000000,0.055143,0.055221,0.055221,0.055143,5735.60209
1575633600000,0.05549083,0.05547225,0.05549083,0.05547225,2249.98268
1575637200000,0.055454,0.055909,0.055909,0.055454,62543.6346656
1575644400000,0.055635,0.055635,0.055635,0.055635,157.522754
1575648000000,0.05574454,0.05574454,0.05574454,0.05574454,285.205
1575651600000,0.0559,0.055527,0.056403,0.055527,4882.795336
1575655200000,0.055489,0.05555549,0.05555549,0.055489,7174.71471584
1575658800000,0.055691,0.055691,0.055691,0.055691,166.0
1575662400000,0.055401,0.055401,0.055401,0.055401,4305.0
1575666000000,0.055572,0.055572,0.055572,0.055572,5535.829097
1575669600000,0.055573,0.05548,0.055573,0.055365,18063.27906573
1575673200000,0.05590388,0.056103,0.056103,0.05590388,13500.0
1575676800000,0.055978,0.05624462,0.05624462,0.055675,6004.9770329
1575680400000,0.056063,0.056063,0.056063,0.056063,920.0
1575684000000,0.056066,0.05618,0.05618,0.056066,17006.175518
1575687600000,0.056338,0.055899,0.056542,0.055811,42026.86399788
1575698400000,0.056007,0.056007,0.056007,0.056007,267.63538928
1575705600000,0.055841,0.055819,0.055841,0.055819,8422.89731015
1575716400000,0.05589647,0.055897,0.055897,0.05586108,1924.1492566699999
1575720000000,0.055854,0.055854,0.055854,0.055854,93.716181
1575723600000,0.0561262,0.05584671,0.0561262,0.05584671,1425.0
1575727200000,0.0559,0.056201,0.056273,0.0559,669.2
1575730800000,0.055901,0.055914,0.055917,0.055901,902.5649914
1575734400000,0.055942,0.056008,0.056008,0.055942,732.7
1575738000000,0.0562262,0.0559,0.056307,0.0559,14075.17223897
1575741600000,0.0559,0.0559,0.0559,0.0559,4552.14232853
1575745200000,0.055939,0.055939,0.055939,0.055939,325.8911275
1575748800000,0.055723,0.055723,0.055723,0.055723,1069.043536
1575756000000,0.055986,0.05598052,0.055986,0.05598052,9565.166
1575759600000,0.055835,0.055841,0.055841,0.055835,821.99140401
1575763200000,0.0558,0.0558,0.0558,0.0558,10000.0
1575766800000,0.055329,0.055515,0.055515,0.055329,1577.2348965600002
1575770400000,0.055309,0.055131,0.055309,0.0551,43656.081889709996
1575792000000,0.055188,0.0551413,0.055188,0.0551413,18547.491
1575795600000,0.055256,0.055871,0.055875,0.055256,67791.4457756
1575799200000,0.05560784,0.055661,0.055773,0.05558613,5845.17890687
1575810000000,0.05581243,0.05586208,0.05586208,0.05581243,1939.7549574600002
1575813600000,0.056041,0.056041,0.056041,0.056041,100.0
1575817200000,0.056041,0.056041,0.056041,0.056041,8390.784326
1575820800000,0.056313,0.0561,0.056497,0.0561,151949.26110771
1575824400000,0.055912,0.056017,0.056017,0.055912,1772.4320365600001
1575828000000,0.056238,0.056238,0.056238,0.056238,215.0
1575831600000,0.055919,0.055919,0.055919,0.055919,10.0
1575838800000,0.056268,0.056268,0.056268,0.056268,3000.0
