time,open,high,low,close,volume
1575176400000,7383.3,7356.2,7386.4,7299.0,130.53189534
1575180000000,7355.7,7354.3,7380.0,7339.4,57.916648620000004
1575183600000,7354.3,7324.4,7385.8,7307.0,212.22360427
1575187200000,7324.4,7338.8,7364.0,7300.0,159.06192282
1575190800000,7337.7,7356.0,7361.0,7288.6,337.10058109
1575194400000,7355.9,7412.6,7436.9,7336.1,426.22866935
1575198000000,7412.5,7360.3,7425.0,7360.0,299.65827778
1575201600000,7362.00035908,7407.2,7418.3,7361.7,116.06924864999999
1575205200000,7406.7,7481.4,7507.2,7406.7,309.71648269
1575208800000,7482.5,7441.0,7523.2,7441.0,308.91719403
1575212400000,7441.0,7355.3,7453.9,7330.1,247.780217
1575216000000,7355.3,7373.5,7387.7,7326.0,250.37585525
1575219600000,7373.6,7372.0,7382.0,7341.3,216.59550499
1575223200000,7373.8,7362.2,7375.0,7350.10075211,29.57379749
1575226800000,7362.3,7401.4,7407.4,7330.5,186.87961874
1575230400000,7402.2,7403.1,7430.7,7392.0,104.95653494
1575234000000,7403.5,7422.2,7432.4,7358.4,109.68619825
1575237600000,7422.2,7429.7,7454.2,7392.88759746,135.54311651
1575241200000,7429.7,7450.1,7495.0,7429.62947783,73.00615631
1575244800000,7450.04707791,7420.3,7462.82796824,7396.3,98.96134511
1575248400000,7415.8,7448.0,7460.5,7405.9,72.51409511
1575252000000,7447.033251,7443.1,7467.3,7432.2,66.9793902
1575255600000,7443.1,7413.169192,7443.2,7400.0,79.68089286
1575259200000,7413.1,7416.3,7417.2,7370.3,109.0776443
1575262800000,7417.2,7320.73099228,7418.6,7304.0,170.94609816
1575266400000,7320.8,7304.0,7320.8,7206.4,1166.99797336
1575270000000,7303.9805348,7302.80124765,7319.97841305,7271.0,151.5896373
1575273600000,7302.9,7276.1,7303.0,7236.4,187.73258912
1575277200000,7276.1,7345.1,7379.9,7272.6,316.39824374
1575280800000,7345.1,7336.5,7409.0,7312.1,283.33870595
1575284400000,7330.9,7341.8,7363.3,7319.5,122.07688613
1575288000000,7341.9,7358.1531075,7371.0,7280.7,163.86725955
1575291600000,7358.6,7352.6,7373.7,7333.6,77.51908701
1575295200000,7355.2,7337.2608544,7407.9,7304.9,260.30015872
1575298800000,7337.899925,7356.0,7375.3,7323.0,80.39537892
1575302400000,7356.0,7333.7,7376.5,7311.0,145.29574753
1575306000000,7333.0,7330.6,7340.4,7306.0,217.05537336999998
1575309600000,7330.7,7324.0,7330.7,7310.0,207.23326779
1575313200000,7324.0,7328.9,7334.7,7313.9,96.37243376
1575316800000,7328.8,7343.6,7365.0,7326.2,113.4802087
1575320400000,7343.5,7355.8,7365.2,7340.0,102.34883798999999
1575324000000,7355.8,7382.08037834,7404.8,7355.8,246.86086011
1575327600000,7382.1,7350.25736,7387.80992475,7346.2,91.54936393
1575331200000,7350.25736,7415.6,7454.6,7350.2,258.37668853
1575334800000,7415.7,7395.78605265,7432.0,7383.9,83.21097276
1575338400000,7395.78605265,7382.5,7399.2,7373.5,102.79456478
1575342000000,7382.5,7391.3,7391.3,7374.0,85.25122621999999
1575345600000,7391.27303551,7346.9,7396.2,7329.0,96.32544316
1575349200000,7346.9,7323.6,7357.9,7321.0,77.44625951
1575352800000,7323.5,7346.9,7346.9,7321.0,14.56699185
1575356400000,7346.8830552,7334.6,7348.4,7327.28540565,37.84050655
1575360000000,7334.6,7355.1,7359.5,7333.7,42.42874255
1575363600000,7355.1,7312.0,7362.4,7312.0,227.13819572
1575367200000,7312.0,7323.2,7337.3,7287.0,263.40944801
1575370800000,7323.2,7312.0,7340.0,7302.0,111.64529736
1575374400000,7312.0185535,7329.1,7337.0,7312.0,52.32139053
1575378000000,7329.0,7334.9,7343.9,7320.0,85.65884964
